area,amount_spent,tenure,qualification,cluster,cluster_label
West London,7835.5447251453725,1.2650313551463177,Bachelor,1,Middle Income
East London,47951.247076718406,13.485257942164193,High School,0,Low Income
North London,56507.151198956046,7.936784484404312,PhD,1,Middle Income
Central London,63214.21920484412,12.618402201664784,PhD,2,High Income
South London,69174.53130147968,14.22459673279316,PhD,2,High Income
West London,26073.965968748795,7.507029164539779,Masters,1,Middle Income
South London,1987.8988891864878,3.0512865141058754,Masters,1,Middle Income
East London,72620.92257313628,2.3232714872170472,Masters,1,Middle Income
East London,54030.00333541028,12.189784428688409,Masters,2,High Income
Central London,83775.65261751763,10.892451720948118,Bachelor,2,High Income
East London,82317.44792716873,15.101819173301518,Bachelor,2,High Income
Central London,84489.29061100043,10.684974690074805,PhD,2,High Income
West London,49024.37133797447,9.026470010586703,Masters,1,Middle Income
Central London,34029.2111878497,8.563656386488386,PhD,1,Middle Income
East London,79364.26205654563,1.5024911493556818,High School,1,Middle Income
North London,45678.117189896235,7.375586832236486,Masters,1,Middle Income
Central London,19160.777443940016,19.54438299296539,Masters,0,Low Income
South London,85642.42793658595,17.597555948314685,PhD,2,High Income
North London,88373.42780046238,7.258183273650136,PhD,2,High Income
Central London,47164.66585787684,12.16811269626107,High School,0,Low Income
South London,8494.273003668959,17.098638165174386,PhD,0,Low Income
North London,39394.78290177619,9.384212398251304,Masters,1,Middle Income
Central London,80550.22828679773,1.3411994112528682,Bachelor,1,Middle Income
West London,90275.62882607665,2.415698774554161,High School,1,Middle Income
South London,21143.80150726199,10.697461705625425,High School,0,Low Income
West London,7630.38759050188,19.419348137841688,Masters,0,Low Income
East London,87857.69486015102,14.170981302158488,Bachelor,2,High Income
Central London,39551.08895890865,2.347407637332821,PhD,1,Middle Income
Central London,54634.335462488765,4.597856640045393,PhD,1,Middle Income
South London,96838.51539302514,15.65513972112015,Bachelor,2,High Income
Central London,7589.908063508063,16.987355439168653,Bachelor,0,Low Income
East London,65183.48273775746,12.736197137583225,Masters,2,High Income
Central London,8336.436834911841,13.244040222966515,PhD,0,Low Income
North London,38171.42391818354,1.5384115572843082,Masters,1,Middle Income
West London,80577.63997415123,16.74207493204866,PhD,2,High Income
East London,43913.7510428078,15.977228955245764,PhD,0,Low Income
East London,99721.05303639208,5.921667737963596,Bachelor,2,High Income
West London,56346.869209713615,14.464857679344632,Masters,2,High Income
West London,32795.053110959394,5.082237522074964,Bachelor,1,Middle Income
East London,22791.02126457056,1.7662730599787468,Masters,1,Middle Income
West London,35701.53289433002,4.8215943092171685,PhD,1,Middle Income
South London,37880.79410219553,4.3939486583316905,High School,1,Middle Income
West London,7802.654094672136,7.417211937962097,High School,0,Low Income
North London,37587.845743250546,8.950540446333704,Masters,1,Middle Income
North London,46959.613454183265,10.66223893845645,Masters,0,Low Income
South London,72551.03747164166,10.058323634658235,Bachelor,2,High Income
West London,66016.21898743919,6.142817513340498,PhD,1,Middle Income
North London,71167.79986768628,1.5542427029074148,High School,1,Middle Income
Central London,1828.0045058088526,12.496930822505863,Bachelor,0,Low Income
West London,22549.072558473068,8.519151767099732,Masters,0,Low Income
South London,66506.74455158578,6.674770990363444,PhD,1,Middle Income
West London,48914.94744979496,17.471879813779733,Bachelor,0,Low Income
East London,1526.0340911662488,15.188122848165037,Bachelor,0,Low Income
East London,80644.96960075041,17.297545419076403,Masters,2,High Income
North London,77508.1477557434,10.404673099536758,PhD,2,High Income
East London,55293.497136362705,3.487693790408772,High School,1,Middle Income
South London,7579.86925185094,14.228207286304176,Bachelor,0,Low Income
North London,76884.98990372587,4.9154018188063295,Masters,1,Middle Income
South London,58787.64518540503,9.38336371274262,Bachelor,2,High Income
South London,78414.03773863796,2.2350149900288816,Masters,1,Middle Income
East London,75422.95224718821,16.680859646036666,Masters,2,High Income
East London,80497.20512382587,3.392872179902511,Masters,1,Middle Income
South London,52282.79857405786,18.158852633936885,PhD,0,Low Income
East London,14892.127301157983,17.420381442969585,High School,0,Low Income
East London,67444.58986458917,9.827072524345676,PhD,2,High Income
East London,62426.90472014509,15.142995881775823,High School,2,High Income
West London,74483.06553270963,12.769456402544913,Masters,2,High Income
South London,17818.219599022796,16.258437204417152,High School,0,Low Income
Central London,20302.54479012863,9.204296914932328,PhD,0,Low Income
South London,89150.54220471352,15.93036120064265,Bachelor,2,High Income
North London,75247.80204675501,9.786679524237812,PhD,2,High Income
East London,90914.62038133197,18.878349969013083,PhD,2,High Income
East London,76112.81679522815,10.241069915677805,PhD,2,High Income
Central London,60118.375293039884,9.789766166740861,PhD,2,High Income
North London,65759.14096575949,15.916365369706742,PhD,2,High Income
West London,89023.66447006099,16.60997614345592,High School,2,High Income
South London,58301.86869668211,11.535293172102245,High School,2,High Income
West London,63606.74110851035,4.416158456406432,Bachelor,1,Middle Income
North London,16491.194884356457,9.88740638819401,PhD,0,Low Income
Central London,47918.20079149417,19.39337755528389,PhD,0,Low Income
North London,71923.3140838518,15.306737667744517,Bachelor,2,High Income
Central London,27823.327133320177,16.41208947370351,Bachelor,0,Low Income
West London,21023.16387192896,1.6236844775655626,Masters,1,Middle Income
West London,32068.85401421714,9.889329790049038,Bachelor,0,Low Income
North London,24908.562171290512,13.285801539493551,Bachelor,0,Low Income
North London,22276.35106660319,16.77062098893342,Bachelor,0,Low Income
East London,43060.233443940604,1.936199418072658,Masters,1,Middle Income
Central London,90876.01287446987,17.19633882719559,High School,2,High Income
East London,51198.90502713311,11.419617798096322,Masters,2,High Income
South London,19604.11770071698,4.748965440945138,High School,1,Middle Income
South London,8620.195268706533,7.0278491125443,Bachelor,1,Middle Income
North London,69919.4583686546,6.356661483279654,Masters,1,Middle Income
West London,38897.0776792024,11.08632165148104,Masters,0,Low Income
South London,82361.26371195057,1.9820279183115046,High School,1,Middle Income
South London,66291.56609543625,4.012187011498547,Masters,1,Middle Income
East London,79827.90360359548,16.441167824139868,Masters,2,High Income
East London,27922.657902426425,3.51947582418941,PhD,1,Middle Income
South London,69543.53332364475,5.434529119704412,High School,1,Middle Income
North London,27142.136484678158,9.614041506478989,Masters,0,Low Income
East London,93967.77946557887,10.82529687415328,Masters,2,High Income
South London,64001.05387180406,15.508599112669014,Bachelor,2,High Income
West London,33126.66821735886,9.499316106657568,PhD,0,Low Income
East London,27681.674366934993,16.007427799675234,PhD,0,Low Income
South London,19901.731922092706,12.748579833863692,Bachelor,0,Low Income
Central London,69769.45493047906,3.1488950490526264,Bachelor,1,Middle Income
East London,22652.845686794804,3.970297329463933,Bachelor,1,Middle Income
Central London,59935.023326821414,9.303640783545646,Bachelor,2,High Income
East London,27198.867665610378,8.540898468691752,PhD,1,Middle Income
East London,66534.925534593,15.127341123108597,Masters,2,High Income
Central London,81679.03312551338,12.034005656149686,Masters,2,High Income
North London,78024.49907132066,8.374528539042736,Bachelor,2,High Income
South London,76324.2817621474,4.244445385557327,High School,1,Middle Income
North London,19584.518163532954,5.3099049441844075,Bachelor,1,Middle Income
North London,9750.109751467353,11.93451935091212,Masters,0,Low Income
South London,70195.93402025118,9.045337293096058,High School,2,High Income
West London,37466.37416564078,10.78362266835277,Bachelor,0,Low Income
North London,43802.27641393138,4.242871270742439,High School,1,Middle Income
North London,4083.7601865457154,13.59521879454675,Bachelor,0,Low Income
North London,26698.06847822987,17.198236076263374,PhD,0,Low Income
West London,4333.963983571938,5.900850628951111,Masters,1,Middle Income
East London,88039.39148752352,10.338770290804705,Bachelor,2,High Income
Central London,25096.271638634516,19.535019251397134,High School,0,Low Income
Central London,56176.3797877278,7.331593070463825,Masters,1,Middle Income
West London,4858.95274545191,12.305880553551463,Bachelor,0,Low Income
North London,67017.89173926014,2.713718303804643,Bachelor,1,Middle Income
Central London,32979.707229655294,12.51428504710942,Bachelor,0,Low Income
West London,89893.99950880892,2.7030036927877403,Bachelor,1,Middle Income
South London,88923.70070446955,19.22547327115262,PhD,2,High Income
Central London,33203.77121781303,14.597590389373917,Masters,0,Low Income
South London,90195.12867335632,15.975035974578422,PhD,2,High Income
North London,99619.6096763791,14.3779828546611,Masters,2,High Income
Central London,82716.15074827085,12.20485168545285,Bachelor,2,High Income
West London,84642.26342776767,9.548342840624603,Masters,2,High Income
East London,25651.8648747999,17.309094215460185,High School,0,Low Income
Central London,58093.53748691788,19.179877683318196,Masters,2,High Income
Central London,7658.3354827694175,10.481687285177545,High School,0,Low Income
Central London,10396.875745345302,18.699165933949978,High School,0,Low Income
Central London,99890.36859129577,12.083325289781833,PhD,2,High Income
West London,33337.285693165184,11.22929955103223,Masters,0,Low Income
West London,75070.2072928358,9.635171926151777,Bachelor,2,High Income
East London,80859.84024965482,4.976467469072277,Masters,1,Middle Income
West London,85944.30382971569,1.0706735555431246,PhD,1,Middle Income
West London,99765.2014428135,5.588618310265164,High School,2,High Income
North London,24908.152040429915,10.684740260467738,High School,0,Low Income
North London,4994.73185911027,8.219239092935299,PhD,0,Low Income
South London,41707.96028146401,9.521219332050043,PhD,1,Middle Income
East London,13877.986313065749,19.63231617171694,Masters,0,Low Income
North London,3220.163027043457,7.655175042717224,High School,0,Low Income
East London,36682.25588700712,9.59147584784205,PhD,0,Low Income
East London,78590.08685644841,3.536795475703572,Masters,1,Middle Income
Central London,57051.888431282016,1.9111969163027651,Masters,1,Middle Income
East London,31965.02093182505,15.732780777257398,Bachelor,0,Low Income
Central London,65779.85854377925,11.842980326367593,High School,2,High Income
South London,23969.79985057226,15.453391314834006,Masters,0,Low Income
South London,2423.7631611364177,3.847393178844481,PhD,1,Middle Income
South London,76670.98525720631,11.864746652471128,High School,2,High Income
Central London,62750.5654015369,5.819207012486135,PhD,1,Middle Income
Central London,76467.95982559504,5.3331745211003785,PhD,1,Middle Income
South London,4854.863652078895,1.2189942670067198,Masters,1,Middle Income
Central London,83874.84315523457,3.476473747812366,Masters,1,Middle Income
West London,62333.09380359403,6.876094118494212,Bachelor,1,Middle Income
West London,56776.13972055137,3.220696451227842,PhD,1,Middle Income
Central London,62836.79076333863,19.73131036780781,Masters,2,High Income
Central London,86578.89143996805,6.864020321955063,Bachelor,2,High Income
North London,59106.7141493318,3.476154987344235,High School,1,Middle Income
North London,58514.08760892975,4.782563943731197,Bachelor,1,Middle Income
East London,99077.23654951081,12.166361338488054,Bachelor,2,High Income
East London,75916.28653978823,2.2168269534309815,PhD,1,Middle Income
